onet_soc,title,R1,R2,R3,employment,union
43-9111.00,Statistical Assistants,-1.39035,0.170822,-1.08419,5900,0.231234
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1.23104,0.534432,0.296647,29530,0.0263809
45-2011.00,Agricultural Inspectors,0.551617,0.133059,0.375687,12090,0.15567
45-2021.00,Animal Breeders,-0.0744179,-1.26015,-0.816599,1730,0.01086
45-2041.00,"Graders and Sorters, Agricultural Products",-0.581679,-2.52484,-0.514505,26870,0
45-2091.00,Agricultural Equipment Operators,0.814857,-1.2839,-0.40306,30940,0.01086
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.875155,-1.31092,-0.160004,261690,0.01086
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.892019,-0.756678,0.0513648,35420,0.01086
45-3031.00,Fishing and Hunting Workers,1.33288,-0.722369,0.264052,55130,0.0405206
45-4011.00,Forest and Conservation Workers,0.873012,-0.686428,0.291966,5630,0
45-4021.00,Fallers,1.2537,-1.69417,-0.997447,4110,0.0391102
45-4022.00,Logging Equipment Operators,1.31456,-0.791597,-0.545249,22520,0.0391102
45-4023.00,Log Graders and Scalers,0.679941,-0.446675,-0.423069,3310,0.0391102
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,1.2873,0.752439,0.485645,806080,0.138785
47-1011.03,Solar Energy Installation Managers,1.35073,0.674339,0.552301,806080,0.138785
47-2011.00,Boilermakers,1.42683,-0.232369,-0.643789,10170,0.324521
47-2021.00,Brickmasons and Blockmasons,1.69358,-0.360353,-0.144784,53520,0.194381
47-2022.00,Stonemasons,1.72701,-0.0125541,0.0257503,8750,0.194381
47-2031.00,Carpenters,1.73205,0.348564,0.0594977,697740,0.134199
47-2041.00,Carpet Installers,0.902588,-0.735675,-0.327351,14980,0.0276423
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.225859,-1.11055,-0.446057,24850,0.0276423
47-2043.00,Floor Sanders and Finishers,1.23769,-0.824599,-0.119931,4140,0.0276423
47-2044.00,Tile and Stone Setters,0.786268,-0.85442,-0.832185,38740,0.0276423
47-2051.00,Cement Masons and Concrete Finishers,1.61016,-0.788661,0.402737,205230,0.18929
47-2053.00,Terrazzo Workers and Finishers,1.1274,-1.09185,-0.449305,1450,0.18929
47-2061.00,Construction Laborers,1.33554,-0.894162,0.172045,1057660,0.0962014
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1.42047,-0.934323,-0.175211,45680,0.221
47-2072.00,Pile Driver Operators,1.76959,-0.568546,-0.401298,3040,0.221
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1.65195,-0.247943,0.00813458,469270,0.221
47-2081.00,Drywall and Ceiling Tile Installers,0.916495,-1.14701,-0.689985,82900,0.0614555
47-2082.00,Tapers,0.298527,-1.99541,-0.593832,12500,0.0614555
47-2111.00,Electricians,2.30384,0.948889,0.226432,742580,0.32087
47-2121.00,Glaziers,1.27177,-0.655622,-0.0976256,57000,0.13439
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1.10216,-1.29739,-0.19855,38610,0.188564
47-2132.00,"Insulation Workers, Mechanical",1.1787,-0.693652,0.168442,25640,0.188564
47-2141.00,"Painters, Construction and Maintenance",0.761839,-1.09841,0.348065,224180,0.0521952
47-2142.00,Paperhangers,0.459216,-1.61973,-0.348665,1520,0.0521952
47-2151.00,Pipelayers,0.973314,-1.17756,-0.109968,33580,0.165313
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",1.80944,0.156657,-0.356369,455940,0.234036
47-2152.04,Solar Thermal Installers and Technicians,1.33988,0.278426,-0.241191,455940,0.234036
47-2161.00,Plasterers and Stucco Masons,1.0269,-1.00922,-0.1107,20880,0.0827857
47-2171.00,Reinforcing Iron and Rebar Workers,1.43119,-1.00366,-0.129434,14140,0.194381
47-2181.00,Roofers,1.61173,-0.569342,0.504791,136740,0.0868347
47-2211.00,Sheet Metal Workers,1.5807,0.0902635,-0.400768,117470,0.240645
47-2221.00,Structural Iron and Steel Workers,2.14837,-0.487067,0.242794,64720,0.465451
47-2231.00,Solar Photovoltaic Installers,1.79829,0.228595,-0.214412,28280,0.117343
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1.49303,-1.0362,-0.449915,15660,0.0239221
47-3012.00,Helpers--Carpenters,1.34347,-0.835893,-0.194354,24610,0.0239221
47-3013.00,Helpers--Electricians,1.70202,-0.044588,0.0516191,64440,0.0239221
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.496894,-2.12699,-0.15125,7220,0.0239221
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.986628,-1.15251,-0.223171,43640,0.0239221
47-3016.00,Helpers--Roofers,1.42193,-0.849037,0.370023,5170,0.0239221
47-4011.00,Construction and Building Inspectors,0.471632,0.697911,0.168573,137210,0.15207
47-4011.01,Energy Auditors,0.562071,0.795658,-0.524257,137210,0.15207
47-4021.00,Elevator and Escalator Installers and Repairers,1.85182,0.31814,-0.325979,23340,0.728982
47-4031.00,Fence Erectors,1.3198,-0.992518,0.261894,22640,0.150522
47-4041.00,Hazardous Materials Removal Workers,1.37675,0.00694507,0.372683,50570,0.195769
47-4051.00,Highway Maintenance Workers,1.62816,-0.471221,0.835671,151750,0.190052
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,2.03851,-0.0872769,0.292428,16480,0.899734
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,1.47724,-0.759293,0.274724,29050,0.136483
47-4091.00,Segmental Pavers,0.968938,-0.385153,0.493624,55130,0.0505828
47-4099.03,Weatherization Installers and Technicians,1.51364,0.284101,0.167036,55130,0.0505828
47-5011.00,"Derrick Operators, Oil and Gas",2.11223,-0.452198,0.348698,11040,0.114608
47-5012.00,"Rotary Drill Operators, Oil and Gas",1.95516,0.306494,0.318819,13090,0.114608
47-5013.00,"Service Unit Operators, Oil and Gas",2.30956,0.457525,0.64205,44120,0.114608
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",1.7493,-0.334913,-0.306483,34210,0.222956
47-5023.00,"Earth Drillers, Except Oil and Gas",1.61295,-0.339518,-0.522388,17410,0.222956
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",1.85389,0.687862,0.163849,5680,0.115207
47-5041.00,Continuous Mining Machine Operators,1.8245,-0.569246,-0.306884,14340,0.15269
47-5043.00,"Roof Bolters, Mining",2.15428,-0.81822,0.16663,2230,0.15269
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",1.21503,-1.41125,-0.436446,6130,0.15269
47-5051.00,"Rock Splitters, Quarry",0.672726,-1.92273,-0.67827,3080,0.119813
47-5071.00,"Roustabouts, Oil and Gas",1.57864,-0.762152,-0.0459555,45330,0.114608
47-5081.00,Helpers--Extraction Workers,2.21593,-0.123898,0.430803,6720,0.119813
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",1.21961,1.13777,0.123182,600680,0.0977452
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.289493,-0.426533,-0.988633,73010,0.0998003
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1.20414,0.49089,-0.346691,11400,0.184413
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1.41106,0.446707,-0.222957,153890,0.184413
49-2091.00,Avionics Technicians,0.94749,0.573956,-0.873221,20900,0.165372
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1.64976,0.323883,-0.720608,16570,0.291174
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.26782,0.0859896,-0.830173,7310,0.211023
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1.12259,0.672874,-1.29958,59990,0.211023
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1.69237,0.824848,-0.822511,23040,0.211023
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.31887,0.290435,-0.554829,10140,0.211023
49-2097.00,Audiovisual Equipment Installers and Repairers,0.887359,0.0916519,-0.778899,22170,0.111852
49-2098.00,Security and Fire Alarm Systems Installers,1.09837,0.141807,-0.437304,81510,0.0993076
49-3011.00,Aircraft Mechanics and Service Technicians,2.20599,1.17343,-0.535536,136390,0.279689
49-3021.00,Automotive Body and Related Repairers,1.18218,-0.613331,-0.643793,155220,0.0271175
49-3022.00,Automotive Glass Installers and Repairers,0.483764,-1.33948,-0.610742,18940,0
49-3023.00,Automotive Service Technicians and Mechanics,1.58482,0.150953,-0.589396,688840,0.0542201
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,1.9628,0.125907,-0.599568,287230,0.139205
49-3041.00,Farm Equipment Mechanics and Service Technicians,1.86739,0.217995,-0.71919,36880,0.23559
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2.13587,0.401641,-0.642472,180270,0.23559
49-3043.00,Rail Car Repairers,1.79786,-0.431139,-0.56487,18300,0.23559
49-3051.00,Motorboat Mechanics and Service Technicians,1.43375,-0.301749,-0.645883,24250,0.0218917
49-3052.00,Motorcycle Mechanics,1.44909,0.0764183,-0.189834,14010,0.0218917
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,1.04071,-0.50248,-0.661629,34240,0.0218917
49-3091.00,Bicycle Repairers,0.638827,-0.332034,0.0619101,12590,0.0289953
49-3092.00,Recreational Vehicle Service Technicians,0.966365,-0.547845,-0.871576,18710,0.0289953
49-3093.00,Tire Repairers and Changers,1.10865,-1.16946,0.340075,106620,0.0289953
49-9011.00,Mechanical Door Repairers,1.35981,-0.473132,-0.19115,27970,0.420287
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",1.49963,0.242479,-0.496625,46920,0.420287
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.74355,0.517445,-0.303057,396870,0.164818
49-9031.00,Home Appliance Repairers,0.968429,-0.245889,-0.175534,31940,0
49-9041.00,Industrial Machinery Mechanics,1.58303,0.0924433,-1.2347,421940,0.112633
49-9043.00,"Maintenance Workers, Machinery",1.33234,-0.379257,-1.04103,56540,0.143127
49-9044.00,Millwrights,2.46537,0.731445,0.0873987,40660,0.309677
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",1.40557,-1.15408,-0.492949,1100,0.112633
49-9051.00,Electrical Power-Line Installers and Repairers,2.12681,0.0486625,0.25549,123680,0.455463
49-9052.00,Telecommunications Line Installers and Repairers,1.41518,-0.228624,0.229789,98360,0.273474
49-9061.00,Camera and Photographic Equipment Repairers,-0.375909,-0.58798,-2.05676,2010,0.0709429
49-9062.00,Medical Equipment Repairers,0.861715,0.145931,-1.03927,60830,0.0709429
49-9063.00,Musical Instrument Repairers and Tuners,0.479928,-0.338554,-1.27012,5730,0.0709429
49-9064.00,Watch and Clock Repairers,-0.274568,-0.728084,-1.86022,1300,0.0709429
49-9071.00,"Maintenance and Repair Workers, General",1.66023,0.188545,-0.259209,1531700,0.108462
49-9081.00,Wind Turbine Service Technicians,2.38833,0.642941,0.0845275,11220,0.125087
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.229489,-1.3642,-0.866743,28260,0.118274
49-9092.00,Commercial Divers,1.89308,0.382766,0.296847,3430,0.125087
49-9094.00,Locksmiths and Safe Repairers,1.16446,0.144215,-0.0750005,15550,0.329782
49-9095.00,Manufactured Building and Mobile Home Installers,2.38305,0.459888,1.16522,2610,0.125087
49-9096.00,Riggers,1.71145,-0.427037,0.0805704,24190,0.542596
49-9097.00,Signal and Track Switch Repairers,1.4719,-0.378995,-0.935638,8210,0.125087
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",1.42896,-0.568101,-0.50556,97540,0.0733615
49-9099.01,Geothermal Technicians,1.81432,0.747095,-0.683129,183690,0.125087
51-1011.00,First-Line Supervisors of Production and Operating Workers,0.9985,0.825582,0.530271,685140,0.0928924
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.981863,-0.186395,-0.823799,32890,0.162388
51-2021.00,"Coil Winders, Tapers, and Finishers",0.328245,-1.28545,-0.652308,12170,0.155958
51-2022.00,Electrical and Electronic Equipment Assemblers,0.243051,-0.91052,-1.18481,55130,0.0505828
51-2023.00,Electromechanical Equipment Assemblers,0.156361,-0.921032,-1.60772,55130,0.0505828
51-2031.00,Engine and Other Machine Assemblers,0.95998,-0.910239,-0.869918,38420,0
51-2041.00,Structural Metal Fabricators and Fitters,0.697898,-1.19625,-0.641472,53380,0.297751
51-2051.00,Fiberglass Laminators and Fabricators,1.08071,-0.861693,-0.225537,18520,0.162388
51-2061.00,Timing Device Assemblers and Adjusters,-0.159925,-1.08896,-1.84682,230,0.162388
51-2092.00,Team Assemblers,0.501994,-0.689767,-0.583144,55130,0.0505828
51-3011.00,Bakers,-0.113745,-1.39361,-0.309697,231890,0.0706406
51-3021.00,Butchers and Meat Cutters,0.486886,-1.01162,0.339717,140040,0.23174
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",0.652592,-1.17023,0.552402,141090,0.23174
51-3023.00,Slaughterers and Meat Packers,-0.0731642,-2.31177,-0.665138,67500,0.23174
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.646684,-0.880549,-0.483689,19500,0.298311
51-3092.00,Food Batchmakers,0.471612,-0.92084,-0.508796,171660,0.0797962
51-3093.00,Food Cooking Machine Operators and Tenders,0.363387,-1.17365,-0.65032,27660,0
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1.06042,-0.876237,-0.714173,65700,0.195589
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1.039,-0.6509,-0.622033,8760,0.195589
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1.43717,-0.24911,-0.569531,22350,0.195589
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.570266,-1.48298,-1.47547,174430,0
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.823599,-0.439154,-1.56259,5310,0
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.829738,-0.756162,-1.16195,70110,0.0937913
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.632139,-0.678258,-1.16419,18970,0
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.837715,-0.716071,-1.36056,13810,0
51-4041.00,Machinists,0.784196,-0.51389,-1.37478,298790,0.0975251
51-4051.00,Metal-Refining Furnace Operators and Tenders,1.472,-0.561001,-0.621201,20330,0.193716
51-4052.00,"Pourers and Casters, Metal",0.602275,-1.49179,-1.09426,5830,0.193716
51-4061.00,"Model Makers, Metal and Plastic",0.643805,-0.642517,-2.34621,3230,0.0810523
51-4062.00,"Patternmakers, Metal and Plastic",0.595811,-0.641247,-1.47854,1570,0.0810523
51-4071.00,Foundry Mold and Coremakers,0.967156,-1.454,-0.399695,12720,0.0810523
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.92654,-1.0386,-1.04308,154820,0.0810523
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.962167,-0.0290866,-1.08131,129850,0.122372
51-4111.00,Tool and Die Makers,0.71648,-0.25389,-1.85726,55130,0.186831
51-4121.00,"Welders, Cutters, Solderers, and Brazers",0.498863,-1.48526,-1.27306,424040,0.173588
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1.00474,-0.81359,-0.84894,36290,0.173588
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1.17694,-0.843089,-0.812616,14590,0.122372
51-4192.00,"Layout Workers, Metal and Plastic",1.15114,-0.208436,-1.03555,5610,0.122372
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.818481,-0.836823,-0.473517,31510,0.122372
51-4194.00,"Tool Grinders, Filers, and Sharpeners",0.952385,-0.646657,-1.38289,5730,0.122372
51-5111.00,Prepress Technicians and Workers,-0.537699,-0.372047,-1.42956,23070,0.0128498
51-5112.00,Printing Press Operators,0.818286,-0.435009,-0.737256,145110,0.0510578
51-5113.00,Print Binding and Finishing Workers,0.652162,-0.723039,-0.792584,36470,0
51-6011.00,Laundry and Dry-Cleaning Workers,-0.199848,-2.17538,-0.0718777,195360,0.0221877
51-6021.00,"Pressers, Textile, Garment, and Related Materials",-0.211948,-2.48032,-1.30798,26830,0.07477
51-6031.00,Sewing Machine Operators,-0.351172,-2.04381,-1.57052,109590,0.0467102
51-6041.00,Shoe and Leather Workers and Repairers,-0.117683,-1.63721,-0.726821,7640,0
51-6042.00,Shoe Machine Operators and Tenders,0.303669,-1.32211,-0.517099,3270,0
51-6051.00,"Sewers, Hand",-0.637401,-2.00631,-1.55133,2240,0.0997801
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",-0.517031,-1.47091,-1.00165,16290,0.0997801
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,0.721068,-1.25406,-1.07638,5820,0
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",0.624225,-1.27474,-1.20624,8960,0
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.268552,-1.53252,-0.986302,14530,0
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.518862,-1.77123,-0.850639,20600,0
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.01926,-0.574696,-0.400016,14900,0
51-6092.00,Fabric and Apparel Patternmakers,-0.0778662,0.308879,-1.3254,2860,0
51-6093.00,Upholsterers,0.632619,-0.947273,-0.731512,20990,0
51-7011.00,Cabinetmakers and Bench Carpenters,1.10825,-0.60381,-1.21528,79540,0.100244
51-7021.00,Furniture Finishers,0.713399,-0.804734,-0.610909,14230,0
51-7031.00,"Model Makers, Wood",0.56167,-0.492845,-1.41073,360,0
51-7032.00,"Patternmakers, Wood",0.94514,-0.136122,-1.50334,180,0
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",0.704798,-1.67749,-1.22053,43140,0.0399901
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.866376,-1.45111,-1.34118,63350,0
51-8011.00,Nuclear Power Reactor Operators,0.649621,1.17689,-0.950237,5720,0.463553
51-8012.00,Power Distributors and Dispatchers,0.287749,0.739858,-0.716585,9180,0.463553
51-8013.00,Power Plant Operators,1.4426,0.290626,-0.706392,30720,0.463553
51-8013.03,Biomass Plant Technicians,1.62135,0.533947,-0.756759,30720,0.463553
51-8013.04,Hydroelectric Plant Technicians,1.72851,0.7985,-0.618407,30720,0.463553
51-8021.00,Stationary Engineers and Boiler Operators,1.60297,0.498622,-0.306674,30780,0.204625
51-8031.00,Water and Wastewater Treatment Plant and System Operators,1.43863,0.452407,-0.250666,126750,0.231834
51-8091.00,Chemical Plant and System Operators,1.41325,0.213603,-0.887394,17840,0.309869
51-8092.00,Gas Plant Operators,1.40954,0.620666,-0.783254,15910,0.309869
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",1.53148,0.142745,-0.726442,34860,0.309869
51-8099.01,Biofuels Processing Technicians,1.6631,0.304281,-0.148978,15950,0.309869
51-9011.00,Chemical Equipment Operators and Tenders,1.60173,0.531891,-0.461093,127410,0.119428
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1.10182,-0.580084,-0.806551,54200,0.119428
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1.04889,-0.841219,-0.644259,28550,0.0709013
51-9022.00,"Grinding and Polishing Workers, Hand",1.07489,-0.496117,-0.891222,11850,0.0709013
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",1.10867,-0.88015,-0.426376,100840,0.0709013
51-9031.00,"Cutters and Trimmers, Hand",-0.502756,-1.98291,-1.3068,7070,0.0958005
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",1.0605,-0.778842,-0.704222,47540,0.0958005
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1.15736,-0.652124,-0.716883,57310,0.0473012
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.745067,-1.04441,-0.541317,16160,0.387845
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",0.64724,-0.41517,-0.475038,591180,0.129454
51-9071.00,Jewelers and Precious Stone and Metal Workers,-0.0946867,-0.411709,-0.711255,23420,0
51-9071.06,Gem and Diamond Workers,-0.542284,-0.880249,-1.56305,23420,0
51-9081.00,Dental Laboratory Technicians,0.321532,0.065806,-1.04231,33920,0.0163501
51-9082.00,Medical Appliance Technicians,0.730101,0.22697,-0.31527,11490,0.0163501
51-9083.00,Ophthalmic Laboratory Technicians,0.0305344,-1.07478,-0.928851,18740,0.0163501
51-9111.00,Packaging and Filling Machine Operators and Tenders,0.861465,-1.05692,-0.00477855,383860,0.0953004
51-9123.00,"Painting, Coating, and Decorating Workers",-0.512574,-1.90418,-0.769554,8470,0.100343
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1.01305,-1.13523,-0.801484,159500,0.100343
51-9141.00,Semiconductor Processing Technicians,0.486574,-0.676316,-0.808293,32150,0.129457
51-9151.00,Photographic Process Workers and Processing Machine Operators,0.12777,-0.681187,-0.528646,5550,0.044797
51-9161.00,Computer Numerically Controlled Tool Operators,1.14335,-0.00459596,-1.40049,176950,0.140287
51-9162.00,Computer Numerically Controlled Tool Programmers,0.599398,0.387955,-1.86938,28230,0.140287
51-9191.00,Adhesive Bonding Machine Operators and Tenders,1.20991,-0.87117,-0.269016,12170,0
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.586304,-1.34908,-0.473167,13890,0.129457
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,1.19653,-0.226085,-0.627351,6590,0.129457
51-9194.00,Etchers and Engravers,0.209664,-0.721202,-1.34118,8390,0
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",0.628017,-1.34228,-0.900252,34750,0
51-9195.03,"Stone Cutters and Carvers, Manufacturing",0.957946,-0.557729,-0.41063,34750,0
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",0.747384,-0.910258,-1.79982,34750,0
51-9195.05,"Potters, Manufacturing",0.110234,-1.21352,-1.13072,34750,0
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",0.863148,-0.955235,-0.269339,96950,0.444646
51-9197.00,Tire Builders,0.98534,-1.39767,-0.421028,20970,0.573188
51-9198.00,Helpers--Production Workers,0.606299,-1.71951,-0.704723,167490,0.097894
53-1041.00,Aircraft Cargo Handling Supervisors,1.4028,0.643572,1.38797,10160,0.11086
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.528316,0.414069,0.544614,55130,0.0505828
53-1042.01,Recycling Coordinators,0.21661,0.557882,0.908437,55130,0.0505828
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,0.792836,0.996166,1.22322,55130,0.0505828
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",1.8851,1.46841,0.055639,99300,0.589474
53-2012.00,Commercial Pilots,1.89026,1.4889,0.37373,51830,0.589474
53-2021.00,Air Traffic Controllers,0.229513,1.30918,-0.0176101,22400,0.459939
53-2022.00,Airfield Operations Specialists,0.994279,0.891131,1.06892,16640,0.459939
53-2031.00,Flight Attendants,0.70858,-0.546661,2.43337,130110,0.620798
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.956338,-0.599324,1.37985,12080,0.102108
53-3031.00,Driver/Sales Workers,0.373502,-1.46717,0.361703,417420,0.103296
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,1.25955,-0.951822,0.00136738,2070480,0.103296
53-3033.00,Light Truck Drivers,0.681661,-1.206,0.23094,994410,0.103296
53-3051.00,"Bus Drivers, School",0.631286,-1.34354,0.780438,387920,0.272457
53-3052.00,"Bus Drivers, Transit and Intercity",0.67895,-1.17766,0.724876,148980,0.421007
53-3053.00,Shuttle Drivers and Chauffeurs,0.804293,-0.731273,1.24152,229630,0.101039
53-4011.00,Locomotive Engineers,1.88374,0.284498,0.212557,31990,0.75119
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",1.81144,0.177088,0.212475,3300,0.75119
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1.44744,-0.503216,0.127435,12460,0.597373
53-4031.00,Railroad Conductors and Yardmasters,1.08252,-0.0721066,0.425887,42710,0.710361
53-4041.00,Subway and Streetcar Operators,1.38461,-0.687363,0.599793,9200,0.597373
53-5011.00,Sailors and Marine Oilers,1.96362,-0.311822,0.389928,31360,0.116555
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",1.99617,0.800054,0.574336,35390,0.238577
53-5022.00,Motorboat Operators,1.48442,-0.248749,0.467174,2380,0.238577
53-5031.00,Ship Engineers,1.87936,0.80753,-0.254197,8580,0.116555
53-6011.00,Bridge and Lock Tenders,0.340171,-1.13536,-0.262543,2720,0.212061
53-6021.00,Parking Attendants,0.00594886,-1.91012,0.43982,134650,0.0390782
53-6031.00,Automotive and Watercraft Service Attendants,1.1407,-0.719747,0.255403,98270,0.0666944
53-6041.00,Traffic Technicians,0.240093,0.326469,-0.844126,7580,0.212061
53-6051.00,Transportation Inspectors,0.572384,0.379727,-0.157027,23320,0.300277
53-6051.01,Aviation Inspectors,1.48374,1.41576,0.259776,23320,0.300277
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0.812381,-1.02069,-0.63269,23320,0.300277
53-6061.00,Passenger Attendants,-0.584811,-2.12732,0.748396,25340,0.280596
53-7011.00,Conveyor Operators and Tenders,1.03985,-0.735115,-0.429819,26060,0.134408
53-7021.00,Crane and Tower Operators,1.58383,-0.311118,-0.577728,42000,0.281213
53-7031.00,Dredge Operators,0.964264,-1.00788,-0.898883,1030,0.134408
53-7041.00,Hoist and Winch Operators,1.7588,-0.224998,-0.210636,2480,0.134408
53-7051.00,Industrial Truck and Tractor Operators,1.3925,-0.813955,-0.161001,805770,0.118151
53-7061.00,Cleaners of Vehicles and Equipment,0.580903,-1.72769,0.00123188,373960,0.0552738
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",0.696032,-1.67337,0.0682719,2982530,0.142191
53-7062.04,Recycling and Reclamation Workers,1.02224,-1.26467,-0.054477,2982530,0.142191
53-7063.00,Machine Feeders and Offbearers,0.229533,-1.86553,-0.960313,46690,0.13977
53-7064.00,"Packers and Packagers, Hand",0.221435,-1.6801,-0.145893,601440,0.0885543
53-7065.00,Stockers and Order Fillers,-0.224421,-1.7015,0.329294,2779530,0.0744427
53-7071.00,Gas Compressor and Gas Pumping Station Operators,1.68717,0.405325,-0.603974,5110,0.264743
53-7072.00,"Pump Operators, Except Wellhead Pumpers",1.45726,0.157939,-0.588243,12600,0.264743
53-7073.00,Wellhead Pumpers,1.1287,-0.416108,-0.6063,17350,0.264743
53-7081.00,Refuse and Recyclable Material Collectors,0.35092,-2.55651,-0.425174,139180,0.191069
53-7121.00,"Tank Car, Truck, and Ship Loaders",1.95809,-0.028352,0.129276,10920,0.282658
